"quarter","vintage","macro_factor_m1","macro_factor_m2","macro_factor_m3","macro_factor_short_m1","macro_factor_short_m2","macro_factor_short_m3"
2002-01-01,2009-11-16,-1.43,-0.35,0.6,-0.983544029,0.046608329,0.923749794
2002-04-01,2009-11-16,0.71,0.7,0.47,1.010120233,1.00611027,0.796937564
2002-07-01,2009-11-16,-0.08,-0.48,-0.83,0.286874438,-0.180693612,-0.746011311
2002-10-01,2009-11-16,-1.08,-1.25,-1.57,-0.928751413,-0.959103545,-1.30150919
2003-01-01,2009-11-16,-1.41,-1.5,-2.09,-1.07820073,-1.223491097,-2.001201465
2003-04-01,2009-11-16,-1.92,-2.04,-1.8,-1.89483352,-2.067547447,-1.830258289
2003-07-01,2009-11-16,-1.06,-0.26,0.52,-0.956432281,-0.07640721,0.819045513
2003-10-01,2009-11-16,1.01,1.48,1.2,1.503758917,2.209125247,2.097737218
2004-01-01,2009-11-16,1.23,1.15,0.78,2.260943351,2.179385723,1.856957742
2004-04-01,2009-11-16,0.77,0.88,0.69,1.963414126,2.239714721,2.060006989
2004-07-01,2009-11-16,0.64,0.36,0.26,2.09200809,1.700165328,1.418598604
2004-10-01,2009-11-16,0.08,-0.4,-0.21,1.096978033,0.388986487,0.61149425
2005-01-01,2009-11-16,0.25,0.08,-0.3,1.100666431,0.855770633,0.357051751
2005-04-01,2009-11-16,-0.55,-0.63,-0.19,0.001613685,-0.04355921,0.468039063
2005-07-01,2009-11-16,0.23,0.26,0.61,0.990702426,1.007653893,1.496010959
2005-10-01,2009-11-16,0.91,0.94,1.28,1.94574281,2.140257683,2.690373325
2006-01-01,2009-11-16,1.44,1.68,2.01,2.95588138,3.384526253,3.899860339
2006-04-01,2009-11-16,2.36,2.43,2.33,4.338975531,4.489351013,4.577374915
2006-07-01,2009-11-16,1.88,1.35,1.36,4.114748751,3.614691445,3.567759927
2006-10-01,2009-11-16,1.49,1.64,1.55,3.667303503,3.756863937,3.622456072
2007-01-01,2009-11-16,1.62,1.45,1.35,3.612004059,3.478566283,3.295062742
2007-04-01,2009-11-16,1.29,1.48,1.69,3.088954395,3.168033885,3.337051715
2007-07-01,2009-11-16,1.51,1.17,0.4,3.063751875,2.641923965,1.625263055
2007-10-01,2009-11-16,0.24,0.17,-0.02,1.328115604,1.169617701,0.84463018
2008-01-01,2009-11-16,-0.29,-0.47,-1,0.409711581,0.221171913,-0.375121351
2008-04-01,2009-11-16,-1.33,-1.63,-2.42,-0.76603678,-1.125599352,-2.088962858
2008-07-01,2009-11-16,-3.59,-3.94,-5.02,-3.462598514,-3.746051673,-4.906497047
2008-10-01,2009-11-16,-7.89,-10.49,-11.56,-7.902068794,-10.78511386,-11.96421929
2009-01-01,2009-11-16,-11.2,-10.81,-9.32,-11.75241134,-11.89633683,-10.64527529
2009-04-01,2009-11-16,-6.76,-4.39,-2.79,-8.260104046,-5.992339446,-4.528239233
2009-07-01,2009-11-16,-1.22,0.39,1.1,-2.868337338,-1.134709581,-0.404672259
2009-10-01,2009-11-16,1.95,2.45,2.65,0.507614906,1.140287116,1.566037391
2010-01-01,2009-11-16,2.63,2.47,2.23,1.819416902,1.933408049,1.938452372
2002-01-01,2009-12-01,-1.44,-0.35,0.6,-0.975199332,0.054538388,0.931062061
2002-04-01,2009-12-01,0.7,0.69,0.47,1.016329983,1.011627087,0.802541228
2002-07-01,2009-12-01,-0.09,-0.49,-0.83,0.292721903,-0.17693587,-0.747502193
2002-10-01,2009-12-01,-1.09,-1.25,-1.57,-0.928076693,-0.957118197,-1.302288979
2003-01-01,2009-12-01,-1.41,-1.51,-2.1,-1.079822321,-1.225622004,-2.006279441
2003-04-01,2009-12-01,-1.93,-2.04,-1.8,-1.901270645,-2.074174935,-1.836032297
2003-07-01,2009-12-01,-1.07,-0.26,0.52,-0.959238013,-0.077361847,0.819229141
2003-10-01,2009-12-01,1.01,1.48,1.2,1.506407469,2.214871592,2.103310784
2004-01-01,2009-12-01,1.24,1.16,0.79,2.265717303,2.183532594,1.858942078
2004-04-01,2009-12-01,0.77,0.88,0.69,1.9647757,2.242216282,2.060893731
2004-07-01,2009-12-01,0.64,0.37,0.26,2.093365068,1.699741839,1.416981481
2004-10-01,2009-12-01,0.08,-0.4,-0.21,1.095610555,0.382937588,0.605826421
2005-01-01,2009-12-01,0.26,0.08,-0.3,1.097837136,0.851096301,0.349573501
2005-04-01,2009-12-01,-0.55,-0.63,-0.19,-0.005994804,-0.05144194,0.460003888
2005-07-01,2009-12-01,0.23,0.26,0.6,0.984162299,0.997470658,1.487872548
2005-10-01,2009-12-01,0.91,0.94,1.28,1.937543224,2.131736722,2.683225642
2006-01-01,2009-12-01,1.44,1.68,2.01,2.947753214,3.377062484,3.893318561
2006-04-01,2009-12-01,2.36,2.44,2.33,4.332942345,4.483069412,4.572545448
2006-07-01,2009-12-01,1.88,1.35,1.36,4.106319162,3.605467129,3.558841243
2006-10-01,2009-12-01,1.49,1.64,1.56,3.658940307,3.748461531,3.612480542
2007-01-01,2009-12-01,1.63,1.46,1.36,3.599431756,3.466013133,3.282478969
2007-04-01,2009-12-01,1.3,1.49,1.7,3.074273611,3.153914144,3.32413269
2007-07-01,2009-12-01,1.52,1.17,0.4,3.05000145,2.627250722,1.606250252
2007-10-01,2009-12-01,0.24,0.17,-0.02,1.310615105,1.154078474,0.827253717
2008-01-01,2009-12-01,-0.29,-0.48,-1,0.386900753,0.196957497,-0.402492246
2008-04-01,2009-12-01,-1.34,-1.64,-2.44,-0.794613452,-1.156385004,-2.124495834
2008-07-01,2009-12-01,-3.61,-3.96,-5.06,-3.501793716,-3.787350587,-4.95239698
2008-10-01,2009-12-01,-7.91,-10.51,-11.59,-7.950425796,-10.83813528,-12.01177231
2009-01-01,2009-12-01,-11.23,-10.85,-9.36,-11.79153833,-11.93076443,-10.66768111
2009-04-01,2009-12-01,-6.81,-4.45,-2.85,-8.270028005,-5.990751647,-4.521791546
2009-07-01,2009-12-01,-1.3,0.31,1,-2.853707465,-1.112000182,-0.379981777
2009-10-01,2009-12-01,1.82,2.29,2.48,0.497595228,1.003837357,1.339665921
2010-01-01,2009-12-01,2.47,2.33,2.1,1.534458042,1.61598051,1.609645743
2002-01-01,2009-12-16,-1.44,-0.34,0.6,-0.985028771,0.056923072,0.927927032
2002-04-01,2009-12-16,0.7,0.7,0.47,1.008475196,1.004748455,0.791698777
2002-07-01,2009-12-16,-0.09,-0.49,-0.83,0.275180188,-0.19475112,-0.772714967
2002-10-01,2009-12-16,-1.11,-1.25,-1.57,-0.960773727,-0.978644747,-1.324597878
2003-01-01,2009-12-16,-1.41,-1.5,-2.1,-1.098212429,-1.239615646,-2.018468318
2003-04-01,2009-12-16,-1.93,-2.06,-1.82,-1.912665356,-2.088590766,-1.849262318
2003-07-01,2009-12-16,-1.08,-0.27,0.51,-0.9687007,-0.086333838,0.818443844
2003-10-01,2009-12-16,0.98,1.47,1.2,1.496838694,2.218636145,2.110169412
2004-01-01,2009-12-16,1.24,1.17,0.75,2.27017368,2.188838303,1.837297515
2004-04-01,2009-12-16,0.77,0.89,0.72,1.954247739,2.240193371,2.066321371
2004-07-01,2009-12-16,0.64,0.38,0.27,2.08580509,1.7002813,1.415250278
2004-10-01,2009-12-16,0.09,-0.4,-0.2,1.098138142,0.385383848,0.620541348
2005-01-01,2009-12-16,0.27,0.08,-0.29,1.113613181,0.864772978,0.370691426
2005-04-01,2009-12-16,-0.56,-0.61,-0.2,0.010290339,-0.01866859,0.480274938
2005-07-01,2009-12-16,0.26,0.27,0.6,1.022379393,1.021219409,1.514919901
2005-10-01,2009-12-16,0.94,0.98,1.3,1.975795112,2.167608544,2.708395192
2006-01-01,2009-12-16,1.44,1.69,2.05,2.962189649,3.392669896,3.920615546
2006-04-01,2009-12-16,2.35,2.46,2.38,4.332937928,4.505093447,4.60620805
2006-07-01,2009-12-16,1.91,1.37,1.39,4.125895978,3.623649758,3.580172968
2006-10-01,2009-12-16,1.52,1.68,1.59,3.677460326,3.774425585,3.640520434
2007-01-01,2009-12-16,1.61,1.48,1.37,3.603488834,3.499926799,3.317593592
2007-04-01,2009-12-16,1.32,1.49,1.73,3.11082639,3.187688709,3.373021838
2007-07-01,2009-12-16,1.55,1.22,0.43,3.109409874,2.695198078,1.657683398
2007-10-01,2009-12-16,0.26,0.16,-0.02,1.354816278,1.176101651,0.84549477
2008-01-01,2009-12-16,-0.28,-0.47,-0.98,0.412769067,0.217982645,-0.375993446
2008-04-01,2009-12-16,-1.33,-1.63,-2.43,-0.773566048,-1.138034486,-2.107304518
2008-07-01,2009-12-16,-3.62,-3.98,-5.05,-3.489761132,-3.773149047,-4.922410235
2008-10-01,2009-12-16,-7.92,-10.54,-11.61,-7.917685656,-10.8125196,-11.98668411
2009-01-01,2009-12-16,-11.24,-10.92,-9.48,-11.75738648,-11.93663435,-10.7033092
2009-04-01,2009-12-16,-6.94,-4.6,-3.08,-8.313701819,-6.052486968,-4.621776287
2009-07-01,2009-12-16,-1.55,0.01,0.62,-2.958963134,-1.2232247,-0.508888725
2009-10-01,2009-12-16,1.37,1.77,1.91,0.351805488,0.774380756,0.993399299
2010-01-01,2009-12-16,1.9,1.79,1.62,1.114318013,1.157799289,1.142291229
2002-01-01,2010-01-08,-1.44,-0.34,0.6,-0.974108672,0.066102009,0.936088576
2002-04-01,2010-01-08,0.7,0.7,0.47,1.015421602,1.010252279,0.795639134
2002-07-01,2010-01-08,-0.09,-0.49,-0.84,0.277819506,-0.193660372,-0.773135976
2002-10-01,2010-01-08,-1.11,-1.25,-1.57,-0.961616271,-0.97965258,-1.325122456
2003-01-01,2010-01-08,-1.41,-1.5,-2.1,-1.098522925,-1.24194331,-2.022903006
2003-04-01,2010-01-08,-1.94,-2.06,-1.82,-1.918520444,-2.095469195,-1.855557676
2003-07-01,2010-01-08,-1.08,-0.27,0.51,-0.973665748,-0.089340822,0.81657925
2003-10-01,2010-01-08,0.98,1.48,1.2,1.497251712,2.220704923,2.112773124
2004-01-01,2010-01-08,1.25,1.18,0.76,2.273005654,2.192683763,1.840680273
2004-04-01,2010-01-08,0.78,0.9,0.73,1.957291118,2.243160661,2.06850518
2004-07-01,2010-01-08,0.65,0.39,0.27,2.086595983,1.698835906,1.412186499
2004-10-01,2010-01-08,0.1,-0.39,-0.19,1.093854348,0.38030748,0.614905297
2005-01-01,2010-01-08,0.28,0.09,-0.28,1.108438737,0.858529814,0.362342736
2005-04-01,2010-01-08,-0.55,-0.6,-0.2,-0.000820481,-0.029679905,0.469331955
2005-07-01,2010-01-08,0.26,0.27,0.61,1.012077355,1.010794295,1.506061622
2005-10-01,2010-01-08,0.95,0.99,1.32,1.9685312,2.162259541,2.703625558
2006-01-01,2010-01-08,1.46,1.71,2.06,2.958104918,3.389209528,3.917459376
2006-04-01,2010-01-08,2.37,2.48,2.39,4.330028518,4.501662987,4.601887094
2006-07-01,2010-01-08,1.92,1.38,1.4,4.119481205,3.615768866,3.569892504
2006-10-01,2010-01-08,1.52,1.68,1.59,3.665077881,3.760589315,3.625464278
2007-01-01,2010-01-08,1.62,1.49,1.39,3.588625289,3.484898619,3.303792137
2007-04-01,2010-01-08,1.33,1.51,1.74,3.097414544,3.173668852,3.358178924
2007-07-01,2010-01-08,1.56,1.23,0.44,3.092865718,2.676240126,1.636163696
2007-10-01,2010-01-08,0.27,0.16,-0.02,1.334100544,1.156091389,0.824947453
2008-01-01,2010-01-08,-0.28,-0.47,-0.98,0.391328967,0.195785285,-0.398470954
2008-04-01,2010-01-08,-1.32,-1.63,-2.43,-0.795004186,-1.159212685,-2.131583475
2008-07-01,2010-01-08,-3.62,-3.99,-5.06,-3.519287015,-3.806826896,-4.96222278
2008-10-01,2010-01-08,-7.93,-10.55,-11.62,-7.964181304,-10.86228702,-12.0340607
2009-01-01,2010-01-08,-11.25,-10.92,-9.48,-11.79817545,-11.96954337,-10.72648712
2009-04-01,2010-01-08,-6.94,-4.6,-3.07,-8.326657368,-6.053346132,-4.610713332
2009-07-01,2010-01-08,-1.55,0.02,0.62,-2.938563338,-1.196923857,-0.479317134
2009-10-01,2010-01-08,1.37,1.8,2.06,0.384689467,0.830713944,1.152507982
2010-01-01,2010-01-08,2.18,2.14,2,1.402732747,1.530316585,1.56180962
2002-01-01,2010-01-15,-1.45,-0.35,0.59,-0.971906854,0.069799549,0.937712324
2002-04-01,2010-01-15,0.69,0.7,0.47,1.02228463,1.020463054,0.811736997
2002-07-01,2010-01-15,-0.1,-0.5,-0.85,0.297340921,-0.175802949,-0.75937158
2002-10-01,2010-01-15,-1.12,-1.26,-1.57,-0.940075327,-0.954276303,-1.296954899
2003-01-01,2010-01-15,-1.41,-1.5,-2.1,-1.069068492,-1.213104445,-2.002096654
2003-04-01,2010-01-15,-1.95,-2.07,-1.83,-1.908024917,-2.089883116,-1.857602939
2003-07-01,2010-01-15,-1.09,-0.28,0.51,-0.977537241,-0.094643868,0.809137179
2003-10-01,2010-01-15,0.98,1.48,1.2,1.487946893,2.213188243,2.104379685
2004-01-01,2010-01-15,1.24,1.18,0.77,2.266224995,2.185532722,1.847072697
2004-04-01,2010-01-15,0.77,0.89,0.72,1.955980655,2.246122039,2.06853085
2004-07-01,2010-01-15,0.65,0.38,0.26,2.093513349,1.70232469,1.405570307
2004-10-01,2010-01-15,0.09,-0.41,-0.2,1.087922909,0.367657309,0.601707225
2005-01-01,2010-01-15,0.26,0.08,-0.29,1.090299193,0.843314315,0.342183854
2005-04-01,2010-01-15,-0.56,-0.62,-0.22,-0.028824724,-0.061036182,0.434297044
2005-07-01,2010-01-15,0.26,0.26,0.59,0.984785565,0.979920593,1.468925243
2005-10-01,2010-01-15,0.95,0.99,1.32,1.939952987,2.133489727,2.678511108
2006-01-01,2010-01-15,1.45,1.71,2.07,2.929959966,3.367144688,3.895134905
2006-04-01,2010-01-15,2.37,2.48,2.39,4.305989825,4.474564513,4.576467808
2006-07-01,2010-01-15,1.92,1.38,1.39,4.093580665,3.588989496,3.538355423
2006-10-01,2010-01-15,1.53,1.69,1.59,3.639056788,3.733414822,3.594850804
2007-01-01,2010-01-15,1.61,1.49,1.39,3.554471639,3.451583204,3.273612464
2007-04-01,2010-01-15,1.32,1.51,1.74,3.06181972,3.141187825,3.325615946
2007-07-01,2010-01-15,1.55,1.22,0.42,3.05849214,2.641862491,1.598465527
2007-10-01,2010-01-15,0.25,0.16,-0.06,1.299962135,1.1332101,0.790336026
2008-01-01,2010-01-15,-0.3,-0.49,-1.02,0.372373599,0.188949553,-0.411917812
2008-04-01,2010-01-15,-1.37,-1.64,-2.48,-0.808331469,-1.150670622,-2.143134708
2008-07-01,2010-01-15,-3.66,-4.04,-5.11,-3.527044682,-3.822675366,-4.982796435
2008-10-01,2010-01-15,-8,-10.65,-11.71,-7.999070117,-10.9063229,-12.07259475
2009-01-01,2010-01-15,-11.3,-10.96,-9.49,-11.8104391,-11.97139231,-10.70058122
2009-04-01,2010-01-15,-6.92,-4.56,-3.01,-8.284888011,-5.995050002,-4.537822577
2009-07-01,2010-01-15,-1.48,0.11,0.72,-2.858166318,-1.107334177,-0.385914788
2009-10-01,2010-01-15,1.47,1.88,2.12,0.480398484,0.917667645,1.202882094
2010-01-01,2010-01-15,2.26,2.24,2.09,1.487361452,1.63625258,1.678467965
2010-04-01,2010-01-15,1.88,1.64,1.4,1.639874184,1.543003784,1.406980581
2002-01-01,2010-02-01,-1.46,-0.36,0.59,-0.969351727,0.070589767,0.943834549
2002-04-01,2010-02-01,0.69,0.69,0.47,1.030189566,1.022996406,0.815848216
2002-07-01,2010-02-01,-0.1,-0.5,-0.86,0.293251787,-0.18067952,-0.761624772
2002-10-01,2010-02-01,-1.13,-1.27,-1.58,-0.950704025,-0.970844231,-1.304757695
2003-01-01,2010-02-01,-1.41,-1.5,-2.11,-1.078097359,-1.221818613,-2.004648785
2003-04-01,2010-02-01,-1.95,-2.06,-1.83,-1.905598845,-2.07286048,-1.846830157
2003-07-01,2010-02-01,-1.1,-0.27,0.52,-0.973981289,-0.074698786,0.828340645
2003-10-01,2010-02-01,0.99,1.48,1.2,1.499009499,2.210412522,2.099320344
2004-01-01,2010-02-01,1.24,1.18,0.78,2.262789843,2.188403957,1.849867814
2004-04-01,2010-02-01,0.76,0.89,0.71,1.945254001,2.23120617,2.055217124
2004-07-01,2010-02-01,0.64,0.39,0.28,2.07127904,1.697690863,1.415832025
2004-10-01,2010-02-01,0.1,-0.39,-0.2,1.090711574,0.380618455,0.599795867
2005-01-01,2010-02-01,0.28,0.08,-0.28,1.098325434,0.842554199,0.355930645
2005-04-01,2010-02-01,-0.57,-0.61,-0.21,-0.022788656,-0.049679163,0.447960896
2005-07-01,2010-02-01,0.24,0.27,0.6,0.973130139,0.992997778,1.478461086
2005-10-01,2010-02-01,0.96,0.99,1.32,1.948250551,2.130996418,2.667590361
2006-01-01,2010-02-01,1.47,1.7,2.06,2.925427054,3.344749182,3.869580159
2006-04-01,2010-02-01,2.38,2.5,2.4,4.296392264,4.467025618,4.546593582
2006-07-01,2010-02-01,1.92,1.38,1.39,4.063156857,3.557799887,3.508788352
2006-10-01,2010-02-01,1.54,1.7,1.6,3.620988729,3.712259694,3.568881405
2007-01-01,2010-02-01,1.6,1.5,1.4,3.52469423,3.431153421,3.255139708
2007-04-01,2010-02-01,1.34,1.51,1.75,3.057036289,3.124950599,3.313264415
2007-07-01,2010-02-01,1.57,1.22,0.41,3.056225593,2.620825621,1.581915851
2007-10-01,2010-02-01,0.25,0.16,-0.06,1.284048212,1.119338687,0.778133991
2008-01-01,2010-02-01,-0.3,-0.46,-1,0.36015043,0.192278627,-0.417375878
2008-04-01,2010-02-01,-1.37,-1.64,-2.49,-0.82223706,-1.174021083,-2.163329162
2008-07-01,2010-02-01,-3.66,-4.06,-5.14,-3.539600097,-3.858945064,-5.026970104
2008-10-01,2010-02-01,-8.04,-10.69,-11.76,-8.047811023,-10.95267662,-12.12578642
2009-01-01,2010-02-01,-11.35,-11.01,-9.54,-11.85453991,-11.99059794,-10.71060224
2009-04-01,2010-02-01,-6.98,-4.63,-3.09,-8.290927268,-5.99495405,-4.519290108
2009-07-01,2010-02-01,-1.58,-0.03,0.57,-2.848982823,-1.118039313,-0.388656447
2009-10-01,2010-02-01,1.29,1.68,1.87,0.472137889,0.909666705,1.17294119
2010-01-01,2010-02-01,1.91,1.83,1.67,1.296522164,1.334297935,1.306660887
2010-04-01,2010-02-01,1.48,1.28,1.07,1.231514545,1.124162928,0.997336829
2002-01-01,2010-02-16,-1.4,-0.32,0.62,-0.912414532,0.120713252,0.991660042
2002-04-01,2010-02-16,0.72,0.71,0.49,1.067272187,1.051568819,0.837457838
2002-07-01,2010-02-16,-0.07,-0.47,-0.82,0.305843026,-0.167466384,-0.741012961
2002-10-01,2010-02-16,-1.09,-1.23,-1.53,-0.940415195,-0.962945175,-1.291840483
2003-01-01,2010-02-16,-1.37,-1.46,-2.06,-1.064944248,-1.211097457,-1.980984337
2003-04-01,2010-02-16,-1.89,-2,-1.78,-1.868782635,-2.026895918,-1.791052116
2003-07-01,2010-02-16,-1.05,-0.23,0.54,-0.920351737,-0.023160398,0.878116481
2003-10-01,2010-02-16,1,1.48,1.2,1.543669301,2.244763327,2.127000604
2004-01-01,2010-02-16,1.24,1.18,0.77,2.282263757,2.206554531,1.857129784
2004-04-01,2010-02-16,0.75,0.87,0.7,1.944132461,2.220531661,2.043951945
2004-07-01,2010-02-16,0.63,0.39,0.28,2.059072983,1.687799134,1.419552519
2004-10-01,2010-02-16,0.1,-0.37,-0.18,1.103562482,0.409981856,0.628129572
2005-01-01,2010-02-16,0.29,0.09,-0.26,1.130215345,0.876024817,0.400072955
2005-04-01,2010-02-16,-0.54,-0.58,-0.19,0.028520796,0.001449035,0.492158444
2005-07-01,2010-02-16,0.25,0.28,0.6,1.010901976,1.030991495,1.511119131
2005-10-01,2010-02-16,0.97,1,1.32,1.972905739,2.153966787,2.679936906
2006-01-01,2010-02-16,1.46,1.69,2.04,2.935220938,3.341458798,3.853722797
2006-04-01,2010-02-16,2.35,2.47,2.36,4.274601679,4.445864425,4.516295826
2006-07-01,2010-02-16,1.89,1.35,1.36,4.02805054,3.525353178,3.473360896
2006-10-01,2010-02-16,1.52,1.68,1.59,3.586527153,3.686141542,3.55028999
2007-01-01,2010-02-16,1.59,1.47,1.37,3.508602321,3.414128654,3.240398364
2007-04-01,2010-02-16,1.31,1.49,1.72,3.044778596,3.123640835,3.308823661
2007-07-01,2010-02-16,1.55,1.2,0.41,3.057388841,2.619855584,1.586444698
2007-10-01,2010-02-16,0.27,0.18,-0.03,1.297787206,1.12499121,0.783126641
2008-01-01,2010-02-16,-0.28,-0.46,-1.01,0.355246811,0.171718987,-0.44891764
2008-04-01,2010-02-16,-1.38,-1.66,-2.5,-0.855008104,-1.218078869,-2.206934805
2008-07-01,2010-02-16,-3.66,-4.05,-5.11,-3.583034228,-3.909619024,-5.081344314
2008-10-01,2010-02-16,-7.99,-10.61,-11.67,-8.106926986,-11.0062173,-12.16346706
2009-01-01,2010-02-16,-11.27,-10.94,-9.5,-11.89554556,-12.01035299,-10.7230865
2009-04-01,2010-02-16,-6.99,-4.69,-3.2,-8.301394772,-6.002497008,-4.527218162
2009-07-01,2010-02-16,-1.76,-0.28,0.25,-2.873712336,-1.148253409,-0.430332937
2009-10-01,2010-02-16,0.89,1.22,1.38,0.417276644,0.85408782,1.115414193
2010-01-01,2010-02-16,1.46,1.43,1.33,1.303208824,1.363375311,1.351577147
2010-04-01,2010-02-16,1.19,1.04,0.88,1.286698414,1.184999429,1.060112516
2002-01-01,2010-03-01,-1.41,-0.32,0.62,-0.924937909,0.114815066,0.987782203
2002-04-01,2010-03-01,0.71,0.71,0.49,1.063035436,1.042990936,0.825745358
2002-07-01,2010-03-01,-0.08,-0.48,-0.83,0.294378777,-0.181165848,-0.762917097
2002-10-01,2010-03-01,-1.1,-1.24,-1.54,-0.957043124,-0.977190202,-1.305472079
2003-01-01,2010-03-01,-1.37,-1.46,-2.06,-1.073200535,-1.215714169,-1.984309754
2003-04-01,2010-03-01,-1.9,-2.01,-1.79,-1.871658138,-2.027737867,-1.789632854
2003-07-01,2010-03-01,-1.06,-0.24,0.54,-0.913821353,-0.017125788,0.884027317
2003-10-01,2010-03-01,1,1.48,1.2,1.549070772,2.246682738,2.124802537
2004-01-01,2010-03-01,1.24,1.18,0.77,2.275985527,2.195173646,1.842159723
2004-04-01,2010-03-01,0.75,0.88,0.7,1.925948507,2.202877244,2.02255189
2004-07-01,2010-03-01,0.63,0.39,0.28,2.040538771,1.670986885,1.404691682
2004-10-01,2010-03-01,0.1,-0.38,-0.19,1.092998996,0.399387965,0.624895356
2005-01-01,2010-03-01,0.29,0.09,-0.26,1.130178604,0.880793806,0.404897853
2005-04-01,2010-03-01,-0.54,-0.59,-0.2,0.029674752,0.003584367,0.495546026
2005-07-01,2010-03-01,0.25,0.27,0.6,1.013809983,1.027245203,1.506102427
2005-10-01,2010-03-01,0.96,1,1.32,1.962883985,2.13814375,2.65848216
2006-01-01,2010-03-01,1.46,1.69,2.04,2.906296503,3.309738002,3.820258102
2006-04-01,2010-03-01,2.36,2.48,2.37,4.236044988,4.401724904,4.472392504
2006-07-01,2010-03-01,1.89,1.35,1.36,3.98139296,3.477703403,3.425609003
2006-10-01,2010-03-01,1.52,1.68,1.59,3.54206912,3.642831164,3.509321715
2007-01-01,2010-03-01,1.59,1.48,1.38,3.468495935,3.37818964,3.207065874
2007-04-01,2010-03-01,1.32,1.49,1.72,3.01297396,3.089978525,3.278034585
2007-07-01,2010-03-01,1.55,1.2,0.41,3.025893925,2.590544316,1.555704641
2007-10-01,2010-03-01,0.26,0.17,-0.04,1.265414211,1.095562822,0.752134551
2008-01-01,2010-03-01,-0.29,-0.47,-1.02,0.325182539,0.141252356,-0.479670867
2008-04-01,2010-03-01,-1.39,-1.67,-2.51,-0.885653704,-1.246496518,-2.2341442
2008-07-01,2010-03-01,-3.68,-4.07,-5.13,-3.612272423,-3.935001401,-5.108666201
2008-10-01,2010-03-01,-8.01,-10.63,-11.69,-8.131732017,-11.03419152,-12.18216168
2009-01-01,2010-03-01,-11.29,-10.96,-9.52,-11.90391496,-12.01356788,-10.71895545
2009-04-01,2010-03-01,-7,-4.69,-3.2,-8.293304864,-5.989984804,-4.517987583
2009-07-01,2010-03-01,-1.76,-0.28,0.26,-2.862852837,-1.13591245,-0.416923582
2009-10-01,2010-03-01,0.9,1.23,1.39,0.435587029,0.87733413,1.141563092
2010-01-01,2010-03-01,1.52,1.62,1.61,1.369560996,1.574770271,1.662072207
2010-04-01,2010-03-01,1.51,1.36,1.2,1.658028898,1.58619398,1.466905106
2002-01-01,2010-03-16,-1.42,-0.33,0.6,-0.958456235,0.087591671,0.953865488
2002-04-01,2010-03-16,0.7,0.7,0.47,1.031592939,1.021764642,0.801307345
2002-07-01,2010-03-16,-0.11,-0.51,-0.85,0.26202244,-0.2052322,-0.762263024
2002-10-01,2010-03-16,-1.12,-1.26,-1.55,-0.95878137,-0.976280778,-1.296800365
2003-01-01,2010-03-16,-1.39,-1.48,-2.08,-1.070546215,-1.217183706,-1.986692054
2003-04-01,2010-03-16,-1.92,-2.04,-1.81,-1.875333539,-2.02775123,-1.791401404
2003-07-01,2010-03-16,-1.07,-0.24,0.53,-0.92350762,-0.027914531,0.858229517
2003-10-01,2010-03-16,1,1.47,1.19,1.518357047,2.203634676,2.07960256
2004-01-01,2010-03-16,1.22,1.15,0.74,2.228483884,2.145521325,1.794664244
2004-04-01,2010-03-16,0.71,0.83,0.66,1.874797317,2.153591208,1.97385445
2004-07-01,2010-03-16,0.58,0.35,0.26,1.987799198,1.625722286,1.37141788
2004-10-01,2010-03-16,0.09,-0.39,-0.2,1.064031499,0.373726069,0.593527059
2005-01-01,2010-03-16,0.27,0.07,-0.28,1.081840892,0.837116679,0.363539631
2005-04-01,2010-03-16,-0.56,-0.61,-0.22,-0.010753221,-0.040771518,0.451244337
2005-07-01,2010-03-16,0.23,0.25,0.58,0.964615683,0.983765668,1.460046039
2005-10-01,2010-03-16,0.94,0.97,1.29,1.92526082,2.10401911,2.622751723
2006-01-01,2010-03-16,1.43,1.67,2.01,2.877602313,3.290690586,3.796268715
2006-04-01,2010-03-16,2.31,2.43,2.31,4.205180828,4.371528154,4.433329563
2006-07-01,2010-03-16,1.85,1.31,1.33,3.960572698,3.459434529,3.406794409
2006-10-01,2010-03-16,1.49,1.67,1.59,3.52625837,3.635154375,3.497581848
2007-01-01,2010-03-16,1.58,1.46,1.33,3.45319955,3.352816436,3.161896893
2007-04-01,2010-03-16,1.25,1.43,1.67,2.962534488,3.04580682,3.228188095
2007-07-01,2010-03-16,1.53,1.19,0.4,2.999458756,2.564478332,1.527490342
2007-10-01,2010-03-16,0.27,0.21,0.02,1.247574697,1.091149623,0.763014787
2008-01-01,2010-03-16,-0.21,-0.4,-1,0.338753465,0.16181151,-0.487662162
2008-04-01,2010-03-16,-1.42,-1.72,-2.54,-0.913664391,-1.288343524,-2.275298322
2008-07-01,2010-03-16,-3.66,-4.02,-5.07,-3.615663682,-3.946198642,-5.12079367
2008-10-01,2010-03-16,-7.91,-10.5,-11.56,-8.114089714,-10.99508438,-12.13687143
2009-01-01,2010-03-16,-11.18,-10.86,-9.44,-11.88916341,-11.97516432,-10.69872219
2009-04-01,2010-03-16,-6.94,-4.61,-3.08,-8.280941247,-5.974515391,-4.483404266
2009-07-01,2010-03-16,-1.56,-0.02,0.56,-2.779395624,-1.020832501,-0.268644608
2009-10-01,2010-03-16,1.28,1.67,1.86,0.6273607,1.106061624,1.395862524
2010-01-01,2010-03-16,1.95,1.97,1.87,1.583745348,1.679894071,1.651322708
